Campaign ID,Campaign Name,Ad Set ID,Ad Set Name,Ad ID,Ad Name,Ad Status,Title,Body,Link,Call to Action,Image File Name,Image Hash,Instant Form ID,Page ID,Copy Ref
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270325710261,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_newprograms_osh_demand_static_v1_en_nootp_20260922,PAUSED,Hospitals and Factories Run Inspections.,"Someone walks the floor, checks the hazards and writes the incident report. The Diploma in Occupational Safety and Health at UNITAR trains people for that job.

Chat with our counsellors about the entry route.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -13 Diploma in Occupational Safety & Health - AD 1 - 1x1.jpg,425b71589214d56c82dce6d73bc708cb,1688505555634409,405880536144465,1A
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270325710261,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_newprograms_osh_demand_macbookneo_static_v1_en_nootp_20260922,PAUSED,Hospitals and Factories Run Inspections.,"Someone walks the floor, checks the hazards and writes the incident report. The Diploma in Occupational Safety and Health at UNITAR trains people for that job.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -13 Diploma in Occupational Safety & Health - AD 1 - 1x1 - NEO STICKER.jpg,2977ab735659e27150dcf4132ef36492,1688505555634409,405880536144465,1A (MacBook Neo)
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270325710261,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_newprograms_osh_practical_static_v1_en_nootp_20260922,PAUSED,"Inspections First, Then Incident Reports.","The Diploma in Occupational Safety and Health at UNITAR teaches hazard inspection and incident reporting. Students practice both before they graduate.

Our counsellors can take you through the syllabus.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -13 Diploma in Occupational Safety & Health - AD 2 - 1x1.jpg,40010a8a1d1002399c57b91655ae2a82,1688505555634409,405880536144465,1B
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270325710261,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_newprograms_osh_practical_macbookneo_static_v1_en_nootp_20260922,PAUSED,"Inspections First, Then Incident Reports.","The Diploma in Occupational Safety and Health at UNITAR teaches hazard inspection and incident reporting. Students practice both before they graduate.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -13 Diploma in Occupational Safety & Health - AD 2 - 1x1 - NEO STICKER.jpg,3b99d4ca61ceef400b84e7c15fd02a27,1688505555634409,405880536144465,1B (MacBook Neo)
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242254537050261,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_scaleup_pgde_aroundthejob_static_v1_en_nootp_20260922,PAUSED,Teach Without Leaving Your Job.,"UNITAR International University runs the Post-Graduate Diploma in Education online, so graduates can qualify to teach while they keep working. The programme finishes with a school-based practicum.

EPF withdrawal and HRDF claims may apply, subject to eligibility.*

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -14 Post-Graduate Diploma in Education - AD 1 - 1x1.jpg,9e6ef3ed12a1c38af8e69068bc3dc499,1688505555634409,405880536144465,2A
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242254537050261,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_scaleup_pgde_aroundthejob_macbookneo_static_v1_en_nootp_20260922,PAUSED,Teach Without Leaving Your Job.,"UNITAR International University runs the Post-Graduate Diploma in Education online, so graduates can qualify to teach while they keep working. The programme finishes with a school-based practicum.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -14 Post-Graduate Diploma in Education - AD 1 - 1x1 - NEO STICKER.jpg,521a9ffaf2f7c3322794baf4d964f697,1688505555634409,405880536144465,2A (MacBook Neo)
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242254537050261,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_scaleup_pgde_openentry_static_v1_en_nootp_20260922,PAUSED,Convert the Degree You Have.,"UNITAR admits graduates from several bachelor's fields into the Post-Graduate Diploma in Education, subject to entry requirements. Classes run online, and the programme finishes with a practicum in a school.

Our counsellors can confirm which degrees qualify.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -14 Post-Graduate Diploma in Education - AD 2 - 1x1.jpg,35d9c0bde6bceaf57e51d805caab2f53,1688505555634409,405880536144465,2B
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242254537050261,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_scaleup_pgde_openentry_macbookneo_static_v1_en_nootp_20260922,PAUSED,Convert the Degree You Have.,"UNITAR admits graduates from several bachelor's fields into the Post-Graduate Diploma in Education, subject to entry requirements. Classes run online, and the programme finishes with a practicum in a school.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug -14 Post-Graduate Diploma in Education - AD 2 - 1x1 - NEO STICKER.jpg,b9d838cb2e9036bd6f236e8314090ee7,1688505555634409,405880536144465,2B (MacBook Neo)
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270227830261,MC/ Focus Areas/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_focusareas_mba_location_static_v1_en_nootp_20260922,PAUSED,An MBA Taught in Central KL.,"UNITAR University College Kuala Lumpur runs the Master of Business Administration for working professionals. Classes sit in the city center.

EPF withdrawal and HRDF claims may apply, subject to eligibility.*

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug - 18 Master of Business Administration - AD 2 - 1x1.jpg,eb9d288d3356cbb8a962731470285359,1688505555634409,405880536144465,3A
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,120242270227830261,MC/ Focus Areas/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,a1_focusareas_mba_location_macbookneo_static_v1_en_nootp_20260922,PAUSED,An MBA Taught in Central KL.,"UNITAR University College Kuala Lumpur runs the Master of Business Administration for working professionals. Classes sit in the city center.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",https://www.unitar.my/,LEARN_MORE,UNILAD Aug - 18 Master of Business Administration - AD 2 - 1x1 - NEO STICKER.jpg,48e0f2a1bb23e6fc6b7197ddc6b39c53,1688505555634409,405880536144465,3A (MacBook Neo)
