Campaign ID,Campaign Name,Campaign Status,Special Ad Categories,Special Ad Category Country,Campaign Objective,Buying Type,Campaign Spend Limit,Campaign Daily Budget,Campaign Lifetime Budget,Campaign Bid Strategy,Tags,Campaign Is Using L3 Schedule,Campaign Start Time,Campaign Stop Time,Ad Set ID,Ad Set Run Status,Ad Set Name,Ad Set Time Start,Ad Set Time Stop,Ad Set Daily Budget,Ad Set Lifetime Budget,Link Object ID,Link,Application ID,Countries,Global Regions,Excluded Global Regions,Cities,Regions,Zip,Gender,Age Min,Age Max,Education Status,College Start Year,College End Year,Interested In,Relationship,Connections,Excluded Connections,Friends of Connections,Locales,Broad Category Clusters,Custom Audiences,Excluded Custom Audiences,Location Cluster IDs,Excluded Location Cluster IDs,Publisher Platforms,Device Platforms,Facebook Positions,Instagram Positions,Messenger Positions,Oculus Positions,Audience Network Positions,WhatsApp Positions,Optimization Goal,Billing Event,Bid Amount,Ad Set Bid Strategy,Beneficiary (financial ads in Taiwan),Payer (financial ads in Taiwan),Advertiser (Taiwan),Payer (Taiwan),Advertiser (financial ads in Australia),Payer (financial ads in Australia),Advertiser (Singapore),Payer (Singapore),Minimum ROAS,Ad Set Minimum Spend Limit,Ad Set Maximum Spend Limit,Advertiser (securities ads in India),Payer (securities ads in India),Beneficiary (selected locations),Payer (selected locations),Large Geo Areas,Excluded Large Geo Areas,Medium Geo Areas,Excluded Medium Geo Areas,Small Geo Areas,Excluded Small Geo Areas,Metro Areas,Excluded Metro Areas,Subcities,Excluded Subcities,Neighborhoods,Excluded Neighborhoods,Subneighborhoods,Excluded Subneighborhoods,Ad ID,Ad Status,Ad Name,Title,Body,Link Description,Display Link,Image Hash,Creative Type,URL Tags,Image File Name,Creative Optimization,Product 1 - Link,Product 1 - Name,Product 1 - Description,Product 1 - Marketing Message - Description,Product 1 - Image Hash,Product 2 - Link,Product 2 - Name,Product 2 - Description,Product 2 - Marketing Message - Description,Product 2 - Image Hash,Product 3 - Link,Product 3 - Name,Product 3 - Description,Product 3 - Marketing Message - Description,Product 3 - Image Hash,Call to Action,Story ID,Marketing Message Primary Text,Marketing Message Auto Reply - Body Text,Marketing Message Auto Reply - Image Hash,Marketing Message Auto Reply - Video ID,Marketing Message Auto Reply - Button 1 - Text,Marketing Message Auto Reply - Button 1 - Type,Marketing Message Auto Reply - Button 1 - URL,Marketing Message Button 1 - Button Text,Marketing Message Button 1 - Type,Marketing Message Button 1 - Response Text,Marketing Message Button 1 - Image Hash,Marketing Message Button 1 - Video ID,Marketing Message Button 1 - Video Thumbnail URL,Marketing Message Button 1 - Call to Action Button - Text,Marketing Message Button 1 - Call to Action Button - Type,Marketing Message Button 1 - Call to Action Button - URL,Marketing Message Button 2 - Button Text,Marketing Message Button 2 - Type,Marketing Message Button 2 - Response Text,Marketing Message Button 2 - Image Hash,Marketing Message Button 2 - Video ID,Marketing Message Button 2 - Video Thumbnail URL,Marketing Message Button 2 - Call to Action Button - Text,Marketing Message Button 2 - Call to Action Button - Type,Marketing Message Button 2 - Call to Action Button - URL
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270325710261,ACTIVE,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_np_osh_demand_v1,Hospitals and Factories Run Inspections.,"Someone walks the floor, checks the hazards and writes the incident report. The Diploma in Occupational Safety and Health at UNITAR trains people for that job.

Chat with our counsellors about the entry route.",,,425b71589214d56c82dce6d73bc708cb,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270325710261,ACTIVE,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_np_osh_demand_neo_v1,Hospitals and Factories Run Inspections.,"Someone walks the floor, checks the hazards and writes the incident report. The Diploma in Occupational Safety and Health at UNITAR trains people for that job.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",,,2977ab735659e27150dcf4132ef36492,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270325710261,ACTIVE,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_np_osh_practical_v1,"Inspections First, Then Incident Reports.","The Diploma in Occupational Safety and Health at UNITAR teaches hazard inspection and incident reporting. Students practice both before they graduate.

Our counsellors can take you through the syllabus.",,,40010a8a1d1002399c57b91655ae2a82,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270325710261,ACTIVE,MC/ New Programs/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_np_osh_practical_neo_v1,"Inspections First, Then Incident Reports.","The Diploma in Occupational Safety and Health at UNITAR teaches hazard inspection and incident reporting. Students practice both before they graduate.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",,,3b99d4ca61ceef400b84e7c15fd02a27,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242254537050261,ACTIVE,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_su_pgde_aroundjob_v1,Teach Without Leaving Your Job.,"UNITAR International University runs the Post-Graduate Diploma in Education online, so graduates can qualify to teach while they keep working. The programme finishes with a school-based practicum.

EPF withdrawal and HRDF claims may apply, subject to eligibility.*

*Terms and conditions apply. Subject to eligibility and approval.",,,9e6ef3ed12a1c38af8e69068bc3dc499,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242254537050261,ACTIVE,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_su_pgde_aroundjob_neo_v1,Teach Without Leaving Your Job.,"UNITAR International University runs the Post-Graduate Diploma in Education online, so graduates can qualify to teach while they keep working. The programme finishes with a school-based practicum.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",,,521a9ffaf2f7c3322794baf4d964f697,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242254537050261,ACTIVE,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_su_pgde_openentry_v1,Convert the Degree You Have.,"UNITAR admits graduates from several bachelor's fields into the Post-Graduate Diploma in Education, subject to entry requirements. Classes run online, and the programme finishes with a practicum in a school.

Our counsellors can confirm which degrees qualify.",,,35d9c0bde6bceaf57e51d805caab2f53,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242254537050261,ACTIVE,MC/ Scale Up/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_su_pgde_openentry_neo_v1,Convert the Degree You Have.,"UNITAR admits graduates from several bachelor's fields into the Post-Graduate Diploma in Education, subject to entry requirements. Classes run online, and the programme finishes with a practicum in a school.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",,,b9d838cb2e9036bd6f236e8314090ee7,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270227830261,ACTIVE,MC/ Focus Areas/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_fa_mba_location_v1,An MBA Taught in Central KL.,"UNITAR University College Kuala Lumpur runs the Master of Business Administration for working professionals. Classes sit in the city center.

EPF withdrawal and HRDF claims may apply, subject to eligibility.*

*Terms and conditions apply. Subject to eligibility and approval.",,,eb9d288d3356cbb8a962731470285359,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
120242254537040261,Audaura/ FB/ C2 2026/ Lead Generation/ LG/ MC/ Prospecting/ ABO/ CAPI,ACTIVE,,,Outcome Leads,AUCTION,,,,,,,,,120242270227830261,ACTIVE,MC/ Focus Areas/ Prospecting/ FM/ 1845/ Broad/ EN/ Max Conversion Leads/ Instant Forms,,,,,405880536144465,https://www.unitar.my/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUALITY_LEAD,IMPRESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAUSED,b5_fa_mba_location_neo_v1,An MBA Taught in Central KL.,"UNITAR University College Kuala Lumpur runs the Master of Business Administration for working professionals. Classes sit in the city center.

Students who complete registration for the next intake may be entered into a weekly draw for one of 350 laptops, running until October 2026. Entry conditions apply.* This promotion is not sponsored, endorsed or administered by Meta.

*Terms and conditions apply. Subject to eligibility and approval.",,,48e0f2a1bb23e6fc6b7197ddc6b39c53,Page post ad,,,,,,,,,,,,,,,,,,,LEARN_MORE,,,,,,,,,,,,,,,,,,,,,,,,,,
